"Submit Invoice","ደረሰኝ አስገባ"
"Submit Order","ትእዛዝ አስገባ "
"Submit Shipment","ማጓጓዣ አስገባ"
"Subscribe to Newsletter","ለዜና መጽሄት ይመዝገቡ"
"Subscribe to Order Status","ለትእዛዝ ሁኔታ ተመዝገቡ"
"Subtotal","ንዑስ ድምር"
"Subtotal after discount","ንዑስ ድምር ከቅናሹ በኋላ"
"Subtotal:","ንዑስ ድምር፦"
"TAX/VAT Number","የቀረጥ/ተ.እ.ታ ቁጥር"
"Tax","ቀረጥ"
"Tax :","ቀረጥ፦"
"Tax Amount","የቀረጥ መጠን"
"Tax Percent","የቀረጥ መቶኛ"
"Telephone","ስልክ"
"The item %s (SKU %s) doesn't exist in the catalog anymore","ንጥሉ %s (SKU %s) ከእንግዲህ በዚህ ካታሎግ ውስጥ አይኖርም"
"There are no printable documents related to selected orders","ከተመረጡት ትእዛዞች ጋር ተዛማጅ የሆኑ ሊታተሙ የሚችሉ ሰነዶች የሉም"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","ንዑስ ድምር ከቅናሽ በኋላ ከዝቅተኛው መጠን ሲያንስ፣ ይህ መልዕክት በግዢ ጋሪ ውስጥ ይታያል"
"This order no longer exists.","ይህ ትእዛዝ ከእንግዲህ አይኖርም።"
"Tier Pricing","ድርብ ዋጋ አወጣጥ"
"Title","ርዕስ"
"To","ለ"
"To Name","ለዚህ ስም"
"To:","ለ፦"
"Total %d product(s)","ጠቅላላ %d ምርት (ቶች)"
"Total Due","ጠቅላላ የለቀ"
"Total Paid","ጠቅላላ የተከፈለ"
"Total Qty","ጠቅላላ ብዛት"
"Total Refund","ጠቅላላ ተመላሽ ገንዘብ"
"Total Refunded","ጠቅላላ ተመላሽ የተደረገ ገንዘብ"
"Total Shipping Charges","ጠቅላላ ለሚጓጓዝ ወጪዎች"
"Total Tax","ጠቅላላ ቀረጥ"
"Total(ex)","ጠቅላላ(ሳያካትት)"
"Total(inc)","ጠቅላላ(አካቶ)"
"Track Order","ትእዛዝ ይከታተሉ"
"Track all shipment(s)","ሁሉንም ማጓጓዣ(ዎች) ተከታተል"
"Track all shipments","ሁሉንም ማጓጓዣዎች ተከታተል "
"Track this shipment","ይህን መጓጓዝ ይከታተሉ"
"Track your order","ትእዛዝዎን ይከታተሉ"
"Tracking","መከታተያ"
"Tracking Number","የመከታተያ ቁጥር"
"Tracking Number(s)","የመከታተያ ቁጥር (ሮች)"
"Unhold","ልቀቅ "
"Unhold order","ትእዛዝ ልቀቅ"
"Unknown State","የማይታወቅ ክልል"
"Unknown Status","የማይታወቅ ሁኔታ"
"Update Changes","ለውጦችን አዘምን"
"Update Items and Qty's","ንጥሎችን እና ብዛታቸውን አዘምን"
"Update Qty's","ብዛት አዘምን"
"Validate each address separately in multi-address checkout","እያንዳንዱን አድራሻ በብዙ-አድራሻ ከፍሎ መውጫ ውስጥ ለያይተህ አረጋግጥ"
"View","አሳይ"
"View All","ሁሉንም አሳይ"
"View Order","የትእዛዝ አሳይ"
"Void","እንዳይጸና አድርግ"
"Void invoice","ደረሰኝ እንዳይጸና አድርግ"
"Website","ድር ጣቢያ"
"Wishlist","የምኞት ዝርዝር"
"You have placed no orders.","ምንም ትእዛዞች አላዘዙም።"
"ZIP/Post Code","ዚፕ/የፖስታ ኮድ"
"separate by "",""","በ«,» የተለያየ"
"My Orders","የእኔ ትእዛዞች"
